Date,trading_time,score
2015-06-05,2015-06-05 09:30:00+00:00,-0.020644897959183683
2015-06-09,2015-06-09 09:30:00+00:00,0.05263342939481267
2015-06-10,2015-06-10 09:30:00+00:00,0.07162848484848486
2015-06-11,2015-06-11 09:30:00+00:00,0.003467999999999997
2015-06-12,2015-06-12 09:30:00+00:00,-0.05499104477611941
2015-06-15,2015-06-15 09:30:00+00:00,0.007890697674418601
2015-06-16,2015-06-16 09:30:00+00:00,0.05833181818181818
2015-06-17,2015-06-17 09:30:00+00:00,0.004027272727272727
2015-06-18,2015-06-18 09:30:00+00:00,0.01336842105263158
2015-06-19,2015-06-19 09:30:00+00:00,0.17825925925925926
2015-06-22,2015-06-22 09:30:00+00:00,-0.08818571428571428
2015-06-29,2015-06-29 09:30:00+00:00,0.14465617977528097
2015-06-30,2015-06-30 09:30:00+00:00,0.07748125000000002
2015-07-01,2015-07-01 09:30:00+00:00,0.036050537634408596
2015-07-02,2015-07-02 09:30:00+00:00,0.04057692307692308
2015-07-03,2015-07-03 09:30:00+00:00,-0.021880952380952397
2015-07-06,2015-07-06 09:30:00+00:00,-0.02205714285714286
2015-07-07,2015-07-07 09:30:00+00:00,0.029900000000000003
2015-07-08,2015-07-08 09:30:00+00:00,0.059257142857142855
2015-07-09,2015-07-09 09:30:00+00:00,0.086909375
2015-07-10,2015-07-10 09:30:00+00:00,0.09718064516129032
2015-07-13,2015-07-13 09:30:00+00:00,-0.09290444444444446
2015-07-14,2015-07-14 09:30:00+00:00,0.07995757575757576
2015-07-15,2015-07-15 09:30:00+00:00,0.022699999999999994
2015-07-16,2015-07-16 09:30:00+00:00,0.11391250000000001
2015-07-17,2015-07-17 09:30:00+00:00,-0.004399999999999992
2015-07-20,2015-07-20 09:30:00+00:00,0.10770212765957447
2015-07-21,2015-07-21 09:30:00+00:00,0.07725
2015-07-22,2015-07-22 09:30:00+00:00,0.07703392857142857
2015-07-23,2015-07-23 09:30:00+00:00,-0.0225875
2015-07-24,2015-07-24 09:30:00+00:00,-0.010896875000000004
2015-07-27,2015-07-27 09:30:00+00:00,0.1390423076923077
2015-07-28,2015-07-28 09:30:00+00:00,0.20578372093023253
2015-07-29,2015-07-29 09:30:00+00:00,-0.08021739130434781
2015-07-30,2015-07-30 09:30:00+00:00,-0.08001818181818182
2015-07-31,2015-07-31 09:30:00+00:00,0.019300000000000005
2015-08-03,2015-08-03 09:30:00+00:00,0.04343589743589743
2015-08-04,2015-08-04 09:30:00+00:00,0.01729230769230769
2015-08-05,2015-08-05 09:30:00+00:00,-0.11018382352941175
2015-08-06,2015-08-06 09:30:00+00:00,-0.08213783783783783
2015-08-07,2015-08-07 09:30:00+00:00,0.013176000000000004
2015-08-10,2015-08-10 09:30:00+00:00,-0.019988888888888886
2015-08-11,2015-08-11 09:30:00+00:00,-0.08288999999999999
2015-08-12,2015-08-12 09:30:00+00:00,-0.03242800000000002
2015-08-13,2015-08-13 09:30:00+00:00,-0.006486666666666671
2015-08-14,2015-08-14 09:30:00+00:00,-0.008610256410256416
2015-08-17,2015-08-17 09:30:00+00:00,0.05215510204081633
2015-08-18,2015-08-18 09:30:00+00:00,0.1225909090909091
2015-08-19,2015-08-19 09:30:00+00:00,-0.02386923076923077
2015-08-20,2015-08-20 09:30:00+00:00,-0.04488666666666666
2015-08-21,2015-08-21 09:30:00+00:00,-0.034614285714285715
2015-08-24,2015-08-24 09:30:00+00:00,-0.004479661016949139
2015-08-25,2015-08-25 09:30:00+00:00,0.016508000000000002
2015-08-26,2015-08-26 09:30:00+00:00,0.09126666666666666
2015-08-27,2015-08-27 09:30:00+00:00,-0.04439090909090909
2015-08-28,2015-08-28 09:30:00+00:00,-0.020585
2015-08-31,2015-08-31 09:30:00+00:00,-0.05132264150943397
2015-09-01,2015-09-01 09:30:00+00:00,0.08497924528301887
2015-09-02,2015-09-02 09:30:00+00:00,-0.08352105263157893
2015-09-03,2015-09-03 09:30:00+00:00,0.06914848484848485
2015-09-04,2015-09-04 09:30:00+00:00,0.13243714285714286
2015-09-07,2015-09-07 09:30:00+00:00,0.09337555555555556
2015-09-08,2015-09-08 09:30:00+00:00,0.11471777777777778
2015-09-09,2015-09-09 09:30:00+00:00,0.04722117647058823
2015-09-10,2015-09-10 09:30:00+00:00,0.042926679841897214
2015-09-11,2015-09-11 09:30:00+00:00,0.025852083333333335
2015-09-14,2015-09-14 09:30:00+00:00,0.028990909090909095
2015-09-15,2015-09-15 09:30:00+00:00,0.08689090909090909
2015-09-16,2015-09-16 09:30:00+00:00,0.0659047619047619
2015-09-17,2015-09-17 09:30:00+00:00,0.11238873239436621
2015-09-18,2015-09-18 09:30:00+00:00,0.06791379310344826
2015-09-21,2015-09-21 09:30:00+00:00,-0.0949956989247312
2015-09-22,2015-09-22 09:30:00+00:00,0.01587313432835821
